Unnamed: 0,Date,Text,Sentiments
320,2018-10-01,General Electric Co Chief Executive Officer John Flannery has stepped down and the company will take an impairment charge of about $23 billion related to its power business.,-1
321,2018-09-25,French power utility Electricite de France SA said on Tuesday it has shut down a General Electric Co turbine at its Bouchain power plant for one month due to a turbine blade issue that has shut down similar plants in the United States.,-1
322,2018-09-25,French power utility Electricite de France SA said on Tuesday it has shut down a General Electric Co turbine at its Bouchain power plant for one month due to a turbine blade issue that has shut down similar plants in the United States.,-1
323,2018-09-24,"Japanese-Danish joint venture MHI Vestas can scale up its current offshore wind turbine platform to match a 12 megawatt (MW) rival product that is being developed by General Electric (GE), its chief executive said.",1
324,2018-09-21,"General Electric Co <GE.N> said on Friday that turbine blade oxidation which forced Exelon Corp <EXC.N> to idle four electric power units in Texas also affects another model, widening the impact of the latest problem to hit GE's ailing power unit.",-1
325,2018-09-21,"General Electric Co said on Friday it had identified ""oxidation issue"" in 9FB turbines, in addition to its HA class turbines, some of which were shut down due to the same problem.",-1
326,2018-09-20,"General Electric Co <GE.N> said on Thursday that four of its new flagship power turbines in the United States have been shut down due to an ""oxidation issue"" and warned it expects the problem to affect more of the 51 units it has shipped, sending shares lower.",-1
327,2018-09-20,General Electric Co said on Thursday that four of its flagship power turbines in the United States have been shut down due to a problem with turbine blades that was discovered at an electrical power plant in Texas owned by Exelon Corp.,-1
328,2018-09-20,General Electric Co said on Thursday that it had discovered a problem with a turbine blade at an electrical power plant in Texas owned by Exelon Corp .,-1
329,2018-09-20,"General Electric Co has identified an ""oxidation issue"" that affects the lifespan of its new, larger H-class gas turbines, GE Power Chief Executive Russell Stokes said in a blog post on the company's LinkedIn page.",0
330,2018-09-13,Singapore Technologies Engineering Ltd on Thursday said it had agreed to purchase aircraft part manufacturer MRA Systems from General Electric Co for $630 million.,0
331,2018-09-13,Singapore Technologies Engineering Ltd on Thursday said it had agreed to purchase aircraft part manufacturer MRA Systems from General Electric Co for $630 million.,0
332,2018-09-05,Canadian National Railway Co said on Wednesday it would buy 60 additional locomotives from General Electric Co to meet growing demand for more shipment capacity.,-1
333,2018-08-01,"General Electric’s Distributed Power business is set to launch a US$2.2bn-equivalent all-loan financing backing its buyout by Advent after the summer, banking sources said on Wednesday.",0
334,2018-07-31,"General Electric Co <GE.N> has been awarded a $631 million contract for repair, replacement and program support of engine components used on the F/A-18 E/F and EA 18G aircraft, the Pentagon said in a statement on Tuesday.",-1
335,2018-07-30,"General Electric Co <GE.N> has hired an investment bank to organize an auction for its digital assets, the Wall Street Journal reported on Monday citing people familiar with the matter.",-1
336,2018-07-30,"General Electric Co is looking to sell key parts of its digital business, the Wall Street Journal reported.",-1
337,2018-07-19,"One of General Electric Co's <GE.N> largest and most valuable customers, Saudi Arabia, is lining up competitors to bid against GE for lucrative power plant work, according to five people familiar with the situation. State-controlled Saudi Electricity Co <5110.SE> has qualified...",0
338,2018-07-19,(This version of the story has been refiled to correct to $300 billion in paragraph 7.),0
339,2018-07-20,"Baker Hughes, General Electric Co's oilfield services arm, on Friday reported a slight profit miss on weaker revenues in its oilfield equipment and turbomachinery businesses, but delivered an upbeat outlook for the second half of the year.",1
340,2018-07-20,"General Electric Co, a major buyer of Chinese goods, estimates new tariffs on its imports from China could raise its costs by $300 million to $400 million overall before steps to lessen the impact, Chief Executive John Flannery said on Friday.",1
341,2018-07-20,"General Electric Co, a major buyer of Chinese goods, estimates new tariffs on its imports from China could raise its costs by $300 million to $400 million overall before steps to lessen the impact, Chief Executive John Flannery said on Friday.",1
342,2018-07-20,"General Electric Co, a major buyer of Chinese goods, estimates new tariffs on its imports from China could raise its costs by $300 million to $400 million overall before steps to lessen the impact, Chief Executive John Flannery said on Friday.",1
343,2018-07-20,"U.S. industrial conglomerate General Electric Co reported a 28 percent drop in quarterly profit on Friday, as weakness in its power business offset gains in aviation and healthcare businesses.",-1
344,2018-07-16,"The overhaul at U.S. industrial giant General Electric Co <GE.N> is not a constraint for its aviation arm, ""in fact I feel it's the very opposite,"" the head of GE Aviation said on Monday.",1
345,2018-07-16,"The overhaul at U.S. industrial giant General Electric Co is not a constraint for its aviation arm, ""in fact I feel it's the very opposite,"" the head of GE Aviation said on Monday.",1
346,2018-07-13,"The decision marked the end of an era: last month, the keepers of the Dow Jones Industrial Average removed General Electric Co , one of the original stocks included in the index when it was created in 1896. The once-mighty GE had become the sixth-smallest member of the 30...",-1
347,2018-07-12,"The decision marked the end of an era: last month, the keepers of the Dow Jones Industrial Average removed General Electric Co, one of the original stocks included in the index when it was created in 1896.",-1
348,2018-07-11,"General Electric Co's <GE.N> chief executive for Latin America took part in a medical equipment price-fixing scheme while at the conglomerate, making it a member of an international health-care cartel, according to allegations in a document filed by federal prosecutors.",-1
349,2018-07-11,"The Puerto Rico Electric Power Authority said on Wednesday it named former General Electric executive Rafael Diaz-Granados as its new chief executive effective July 15, replacing Walter Higgins who will remain a member of the board.",0
350,2018-07-11,"Bangladesh announced two major energy deals on Wednesday, with a total $5.8 billion investment, two involving U.S. firm General Electric <GE.N>.",1
351,2018-07-11,"General Electric and Mitsubishi Corporation are forming a joint venture with a Bangladesh private power firm to set up a 2,400 megawatt (MW) thermal power plant and related oil and LNG terminals in an investment of $3 billion, the companies said on Wednesday.",1
352,2018-07-04,"Brazilian police arrested a senior General Electric Co <GE.N> executive on Wednesday, as part of a sprawling investigation into fraud in medical equipment tenders overseen by health authorities in the state of Rio de Janeiro, police and prosecutors said.",-1
353,2018-06-29,"General Electric Co <GE.N> has won a $437 million modification to a contract for designing, fabricating, integrating, and testing complete, flight-weight adaptive engines, the Pentagon said in a statement on Friday.",0
354,2018-06-28,"The breakup of General Electric <GE.N> announced this week has put pressure on German conglomerates to consider similar moves, but executives must take account of the labor unions on their boards who have the power to veto radical plans.",-1
355,2018-06-27,"Athene Holding Ltd <ATH.N>, the life insurance affiliate of private equity firm Apollo Global Management <APO.N>, has expressed interest for buying all or parts of General Electric Co's <GE.N> long-term care insurance business, the Financial Times reported, citing two people...",0
356,2018-06-27,"Athene Holding Ltd, the life insurance affiliate of private equity firm Apollo Global Management, has expressed interest for buying all or parts of General Electric Co's long-term care insurance business, the Financial Times reported, citing two people familiar with the...",-1
357,2018-06-27,"General Electric Co's plan to divest $20 billion worth of assets may have bankers excited about contacting potential buyers, breaking off other big chunks of the conglomerate, and creating an M&A bonanza.",-1
358,2018-06-26,"General Electric Co's plan to divest $20 billion worth of assets may have bankers excited about contacting potential buyers, breaking off other big chunks of the conglomerate, and creating an M&A bonanza.",-1
359,2018-06-26,* GE on track to post best day since April 2015 Lennar jumps on upbeat results Financials lag on S&P,0
360,2018-06-26,"* Indexes up: Dow 0.08 pct, S&P 0.14 pct, Nasdaq 0.38 pct (Updates to open)",0
361,2018-06-26,"General Electric Co plans to spin off its healthcare business and unload ownership in its oil services company Baker Hughes, the Wall Street Journal reported https://on.wsj.com/2K8VizW on Tuesday, citing people familiar with the matter.",0
362,2018-06-25,"U.S. buyout group Advent agreed to buy General Electric Co's <GE.N> distributed power unit for $3.25 billion, the companies said on Monday, marking GE's exit from a growing segment of the power business.",0
363,2018-06-25,"U.S. buyout group Advent has agreed to buy General Electric's (GE) distributed power operations for $3.25 billion, the companies said on Monday.",0
364,2018-06-25,"U.S. buyout group Advent has agreed to buy General Electric's (GE) distributed power operations for $3.25 billion, the companies said on Monday.",-1
365,2018-06-24,"General Electric Co <GE.N> is close to a deal to sell its industrial gas engines business to private equity firm Advent International for $3 billion or more, The Wall Street Journal reported on Sunday, citing people familiar with the matter.",-1
366,2018-06-19,"General Electric Co has lost its spot in the Dow Jones Industrial Average after over a century in the blue chip stock index, a new blow to a company that once towered over the American business landscape but is now struggling to retain its standing as an industrial powerhouse...",-1
367,2018-06-20,"General Electric Co's <GE.N> expulsion from the elite Dow Jones Industrial Average may be a bitter pill to swallow for shareholders, but it could be little more than a publicity blow for investors in the 126-year-old struggling U.S. conglomerate.",-1
368,2018-06-19,"Walgreens Boots Alliance Inc will replace General Electric Co in the Dow Jones Industrial Average from June 26, S&P Dow Jones Indices said https://bit.ly/2K4IoSE on Tuesday.",-1
369,2018-06-18,"General Electric <GE.N> will cut 1,200 jobs in Switzerland at its troubled power generation business, about 200 fewer than its original proposal, the U.S. industrial conglomerate said on Monday.",-1
370,2018-06-12,"Union leaders plan to meet with General Electric Co on Wednesday in a bid to avert closure of a Virginia factory that makes controls for GE's power plants, the company and the union said on Tuesday.",0
371,2018-06-06,"Argentina's state-owned oil company YPF SA said on Wednesday its electricity unit, which recently received investment from General Electric, would invest $1 billion through 2020, though talks with a potential third partner have stalled.",1
372,2018-06-01,"The European Commission said on Friday it had cleared ABB's <ABBN.S> acquisition of General Electric's <GE.N> Industrial Solutions business, saying it would not raise competition concerns.",-1
373,2018-05-31,"Jenbacher, the industrial gas engine business of General Electric (GE), would complement Wartsila, the chief financial officer of the Finnish company said on Thursday.",0
374,2018-05-30,"The head of France's Safran on Wednesday reaffirmed production targets for the LEAP aircraft engine co-produced with General Electric and predicted the engine that it replaces, the CFM56, would also stay in production through 2020.",1
375,2018-05-24,Vistra Energy Corp <VST.N> and Dominion Energy Inc <D.N> – which serve about 5.5 million electricity customers in more than a dozen U.S. states – both say they are done building combined-cycle natural gas-fired power plants.,0
376,2018-05-24,Vistra Energy Corp and Dominion Energy Inc – which serve about 5.5 million electricity customers in more than a dozen U.S. states – both say they are done building combined-cycle natural gas-fired power plants.,0
377,2018-05-23,"General Electric Co <GE.N> cannot guarantee its 2019 dividend and is still fixing its power and capital units, Chief Executive John Flannery said on Wednesday, sending the industrial conglomerate's stock down nearly 8 percent.",-1
378,2018-05-23,"* SAYS SIGNED WITH FORESTALIA, GENERAL ELECTRIC AND MIROVA AN INNOVATIVE AGREEMENT TO DEVELOP NINE SUBSIDY-FREE WIND FARMS WITH A TOTAL CAPACITY OF 300 MW AWARDED AT SPANISH RENEWABLE GENERATION AUCTION IN 2016",0
379,2018-05-23,"General Electric Co Chief Executive John Flannery said he is planning for the market for heavy duty gas power turbines to remain weak through 2020, and sees no profit growth at the large GE power business this year, according to a presentation he was due to make on Wednesday...",1
380,2018-05-22,"A year ago, Jeff Immelt told investors at an industry conference there was a ""mismatch"" between the performance of company he led, General Electric Co <GE.N>, and its stock price.",-1
381,2018-05-22,"General Electric Co <GE.N> is working with investment bankers to find ways to shed its insurance business, which has caused it to book hefty charges while sparking shareholder lawsuits and an investigation by U.S. regulators, people familiar with the matter said on Tuesday.",-1
382,2018-05-21,"General Electric Co <GE.N> announced a $11.1 billion deal on Monday to merge its transportation business with U.S. rail equipment manufacturer Wabtec Corp <WAB.N>, with GE and its shareholders owning just over half of the combined business.",0
383,2018-05-21,* GE HITACHI ANNOUNCES DOMINION ENERGY AS INVESTOR IN BWRX-300 SMALL MODULAR REACTOR Source text for Eikon: Further company coverage:,0
384,2018-05-21,"General Electric Co confirmed on Monday it will merge its transportation business that makes train engines with Wabtec Corp, a U.S. manufacturer of equipment for the rail industry, in a deal valued at about $11.1 billion.",0
385,2018-05-21,* SAYS IN CONSORTIUM WITH GENERAL ELECTRIC WINS CONTRACT FOR CONSTRUCTION OF 100 MW WIND FARM IN JORDAN Further company coverage: (Gdynia Newsroom),0
386,2018-05-20,"General Electric Co <GE.N> is nearing a deal to merge its transportation business, which manufactures train engines, with Wabtec Corp <WAB.N>, a U.S. maker of equipment for the rail industry, two people familiar with the matter said on Sunday.",0
387,2018-05-16,* GE UNVEILS CROSS-FLEET GAS TURBINE CAPABILITIES THAT CAN INCREASE PERFORMANCE AND RELIABILITY OF OTHER OEM FLEETS,1
388,2018-05-10,French manufacturing group Alstom <ALSO.PA> said on Thursday it had signed an agreement with General Electric <GE.N> to exit three joint ventures in return for a payment of 2.594 billion euros ($3.08 billion).,1
389,2018-05-09,"British investor I Squared Capital said on Wednesday it has agreed to buy TIP Trailer Services, the trailer leasing company formerly owned by General Electric, from China's HNA Group.",1
390,2018-05-09,* GE RENEWABLE ENERGY - WILL PROVIDE 6 OF ITS 3.6-137 TURBINES TO BE INSTALLED AT 2 WIND SITES IN SOUTHERN CHILE Source text: (http://bit.ly/2KObTpB) Further company coverage: (Reuters.Briefs@thomsonreuters.com),0
391,2018-05-03,"Three-dimensional printers are letting doctors in Minnesota make simulated body parts in a hospital and a Brooklyn startup create rocket engines designed to put satellites into orbit, executives said Thursday at an event hosted by General Electric Co.",-1
392,2018-04-30,"* GENERAL ELECTRIC CO - AT ANNUAL MEETING, SHAREOWNERS ELECTED ALL OF COMPANY'S NOMINEES FOR DIRECTOR",0
393,2018-04-27,"Finland's Wartsila and U.S. peer Cummins are interested in potentially buying General Electric's (GE) 3 billion euro ($3.6 billion) distributed power operations, which GE is looking to sell to bolster its finances, people close to the matter said.",0
394,2018-04-26,* GE POWER’S GRID SOLUTIONS BUSINESS WAS RECENTLY AWARDED A CONTRACT BY POWER CEMENT LIMITED (PCL) Source text: (https://mgstn.ly/2vLY07U) Further company coverage:,0
395,2018-04-25,"General Electric CO <GE.N> employees and shareholders voiced frustration on Wednesday with the company's poor performance, while attending the first annual meeting under Chief Executive Officer John Flannery, who has presided over a 43 percent decline in GE's stock price...",-1
396,2018-04-25,"The head of French engine maker Safran struck a cautious note on further increases in Airbus jet production on Wednesday, saying he could not commit just yet to expanding the supply of new engines co-produced with General Electric.",-1
397,2018-04-25,"General Electric CO employees and shareholders voiced frustration on Wednesday with the company's poor performance, while attending the first annual meeting under Chief Executive Officer John Flannery, who has presided over a 43 percent decline in GE's stock price since...",-1
398,2018-04-24,* LOWE'S AND GE LIGHTING EXPAND PARTNERSHIP TO DIFFERENTIATE LIGHT BULB OFFERING,1
399,2018-04-24,"* GE RENEWABLE ENERGY, ORE CATAPULT SIGN FIVE-YEAR RESEARCH AND DEVELOPMENT AGREEMENT TO ADVANCE OFFSHORE WIND TECHNOLOGIES IN THE UK",0
400,2018-04-20,"General Electric Co <GE.N> said on Friday it was still considering a potential breakup of the 126-year-old industrial conglomerate, but such a move was secondary to running its businesses better.",-1
401,2018-04-20,"General Electric Co <GE.N> is exploring merging its transportation business, which manufactures train engines, with Wabtec Corp <WAB.N>, a U.S. maker of equipment for the rail industry, a person familiar with the matter said on Friday.",0
402,2018-04-20,"General Electric Co <GE.N> posted quarterly results that topped expectations on Friday, as earnings from aviation, healthcare and transportation offset weak power and oil-and-gas profits, sending shares sharply higher.",-1
403,2018-04-20,General Electric Co's Baker Hughes posted quarterly profit that beat Wall Street estimates on Friday as improving oil prices prompted companies to ramp up oil and gas production.,-1
404,2018-04-20,"General Electric CO said on Friday it had decided to sell its distributed power business and may be able to announce a deal by mid-year, confirming an earlier Reuters report.",1
405,2018-04-20,"U.S. stock indexes opened flat on Friday, as strong earnings from industrials General Electric and Honeywell were offset by declines in technology stocks and oil price.",-1
406,2018-04-20,"Baker Hughes, the oilfield services company controlled by General Electric, posted a 1.4 percent rise in first-quarter revenue on higher orders.",-1
407,2018-04-20,* Q1 EARNINGS PER SHARE VIEW $0.11 -- THOMSON REUTERS I/B/E/S,0
408,2018-04-20,"General Electric Co's quarterly profit from continuing operations more than tripled on Friday, helped by strength in its aviation and healthcare businesses.",-1
409,2018-04-18,"CFM International, the company that supplied the engine that exploded on a Southwest Airlines flight on Tuesday, said on Wednesday it is sending about 40 General Electric and Safran technicians to assist the airline in its ongoing engine inspections.",-1
410,2018-04-17,"General Electric is raising its bet on biotechnology with the launch of prefabricated manufacturing units for producing virus-based gene and cell therapies, novel anti-cancer treatments and vaccines.",1
